* NodeId || InDegree(CiteCnt) || pageRank || pageRankNormalized || betweenness || nodeName
15 || 3 || 0.07127968581935294 || 2.851187432774118 || 0.0 || Node 15
13 || 2 || 0.06130322876658256 || 2.4521291506633025 || 0.0 || Node 13
14 || 4 || 0.0880984385192153 || 3.5239375407686118 || 0.0 || Node 14
11 || 3 || 0.06787531001372168 || 2.7150124005488676 || 0.0 || Node 11
12 || 3 || 0.06957426654213783 || 2.782970661685513 || 0.0 || Node 12
3 || 2 || 0.05030098711250973 || 2.0120394845003893 || 0.0 || Node 3
2 || 3 || 0.0791222528637724 || 3.164890114550896 || 0.0 || Node 2
1 || 1 || 0.0306574373746546 || 1.226297494986184 || 0.0 || Node 1
10 || 1 || 0.03605387222579755 || 1.4421548890319018 || 0.0 || Node 10
7 || 4 || 0.09839783336984746 || 3.9359133347938986 || 0.0 || Node 7
6 || 1 || 0.03241797164473548 || 1.296718865789419 || 0.0 || Node 6
5 || 3 || 0.069330175545371 || 2.7732070218148404 || 0.0 || Node 5
4 || 3 || 0.068861795613647 || 2.75447182454588 || 0.0 || Node 4
9 || 6 || 0.14581720499756173 || 5.832688199902469 || 0.0 || Node 9
8 || 1 || 0.030909539591092605 || 1.2363815836437042 || 0.0 || Node 8
