* NodeId || InDegree(CiteCnt) || pageRank || pageRankNormalized || betweenness || nodeName6871 || 0 || 0.0 || 0.0 || 0.0 || 20130240R || Review of educational research
6867 || 0 || 0.0 || 0.0 || 0.0 || 101516560 || Tomorrow's technology transfer
2953 || 0 || 0.0 || 0.0 || 0.0 || 0342677 || Quintessence international (Berlin, Germany : 1985)
1821 || 0 || 0.0 || 0.0 || 0.0 || 101645389 || Biometrics & biostatistics international journal
535 || 0 || 0.0 || 0.0 || 0.0 || 100970488 || Past & present
2952 || 2 || 0.0 || 0.0 || 0.0 || 101238551 || Cardiovascular revascularization medicine : including molecular interventions
6865 || 0 || 0.0 || 0.0 || 0.0 || 101246807 || VacciMonitor
6864 || 0 || 0.0 || 0.0 || 0.0 || 9806094 || The journal of the Pharmacy Society of Wisconsin : JPSW
532 || 0 || 0.0 || 0.0 || 0.0 || 101633495 || Applied sciences (Basel, Switzerland)
540 || 3 || 0.0 || 0.0 || 0.0 || 101559077 || Footwear science
6875 || 0 || 0.0 || 0.0 || 0.0 || 100936305 || Gynecologie, obstetrique & fertilite
546 || 1 || 0.0 || 0.0 || 0.0 || 101262633 || Asian journal of control
2941 || 0 || 0.0 || 0.0 || 0.0 || 101612997 || Open journal of rheumatology and autoimmune diseases
545 || 0 || 0.0 || 0.0 || 0.0 || 9715665 || Rossiiskii fiziologicheskii zhurnal imeni I.M. Sechenova / Rossiiskaia akademiia nauk
548 || 0 || 0.0 || 0.0 || 0.0 || 9514027 || Journal of nursing law
1813 || 1 || 0.0 || 0.0 || 0.0 || 101580302 || Symmetry
547 || 7 || 0.0 || 0.0 || 0.0 || 101206517 || Postepy higieny i medycyny doswiadczalnej (Online)
2946 || 0 || 0.0 || 0.0 || 0.0 || 101519422 || Gastroenterology research
2949 || 1 || 0.0 || 0.0 || 0.0 || 9108440 || The Endocrinologist
6893 || 0 || 0.0 || 0.0 || 0.0 || 8806621 || Oral radiology
1844 || 0 || 0.0 || 0.0 || 0.0 || 101645372 || ACM-BCB ... ... : the ... ACM Conference on Bioinformatics, Computational Biology and Biomedicine. ACM Conference on Bioinformatics, Computational Biology and Biomedicine
511 || 0 || 0.0 || 0.0 || 0.0 || 101633434 || Acta juridica (Cape Town, South Africa)
1842 || 0 || 0.0 || 0.0 || 0.0 || 9110831 || Journal of psychotherapy integration
1840 || 10 || 0.0 || 0.0 || 0.0 || 101477550 || International journal of multiple research approaches
514 || 0 || 0.0 || 0.0 || 0.0 || 0156373 || Indian journal of plant physiology / official publication of the Indian Society for Plant Physiology
2966 || 0 || 0.0 || 0.0 || 0.0 || 101648936 || Children
521 || 0 || 0.0 || 0.0 || 0.0 || 101530224 || International journal of inorganic chemistry
2963 || 0 || 0.0 || 0.0 || 0.0 || 101533715 || Innovation (North Sydney, N.S.W.)
1838 || 0 || 0.0 || 0.0 || 0.0 || 101514822 || Collaborative anthropologies
1834 || 0 || 0.0 || 0.0 || 0.0 || 101633390 || International journal of bacteriology
526 || 0 || 0.0 || 0.0 || 0.0 || 101532881 || Statistical methods & applications
1835 || 2 || 0.0 || 0.0 || 0.0 || 100938297 || Journal of child nutrition & management (Online)
525 || 0 || 0.0 || 0.0 || 0.0 || 101621446 || Women's reproductive health (Philadelphia, Pa.)
2993 || 0 || 0.0 || 0.0 || 0.0 || 101624960 || Pathology discovery
577 || 0 || 0.0 || 0.0 || 0.0 || 101250665 || Journal of individual differences
580 || 0 || 0.0 || 0.0 || 0.0 || 8216840 || Journal of equine veterinary science
2987 || 0 || 0.0 || 0.0 || 0.0 || 101635614 || Animals : an open access journal from MDPI
2985 || 0 || 0.0 || 0.0 || 0.0 || 101635612 || JSM microbiology
8900 || 1 || 0.0 || 0.0 || 0.0 || 101523584 || IEEE International Workshop on Biomedical Circuits & Systems
1807 || 0 || 0.0 || 0.0 || 0.0 || 101616832 || Sudan & Nubia : the Sudan Archaeological Research Society bulletin
8904 || 2 || 0.0 || 0.0 || 0.0 || 101564097 || World journal of oncology
1802 || 1 || 0.0 || 0.0 || 0.0 || 101146739 || European journal of sport science
557 || 0 || 0.0 || 0.0 || 0.0 || 9884581 || Journal of ethology
8912 || 5 || 0.0 || 0.0 || 0.0 || 101240183 || Mind & language
8910 || 0 || 0.0 || 0.0 || 0.0 || 0236600 || Chirurgie; memoires de l'Academie de chirurgie
8911 || 2 || 0.0 || 0.0 || 0.0 || 9891441 || Skin therapy letter
8916 || 0 || 0.0 || 0.0 || 0.0 || 101523571 || Fluid dynamics research
566 || 0 || 0.0 || 0.0 || 0.0 || 101632158 || Austin journal of clinical immunology
8918 || 0 || 0.0 || 0.0 || 0.0 || 9100390 || Seminars in arthroplasty
568 || 0 || 0.0 || 0.0 || 0.0 || 101607189 || Healthy aging & clinical care in the elderly
561 || 0 || 0.0 || 0.0 || 0.0 || 101135751 || Psychology and psychotherapy
8929 || 0 || 0.0 || 0.0 || 0.0 || 101636294 || Case reports in nephrology and dialysis
8922 || 0 || 0.0 || 0.0 || 0.0 || 101564084 || Pliska. Pliiska
8921 || 0 || 0.0 || 0.0 || 0.0 || 101607754 || Journal of the Association of University Technology Managers / Association of University Technology Managers, Inc
1894 || 0 || 0.0 || 0.0 || 0.0 || 101603542 || South African journal of bioethics and law
8934 || 0 || 0.0 || 0.0 || 0.0 || 101253437 || Comptes rendus. Physique
6801 || 1 || 0.0 || 0.0 || 0.0 || 101515215 || Florida public health review
8945 || 0 || 0.0 || 0.0 || 0.0 || 101632648 || Journal of menopausal medicine
