* NodeId || InDegree(CiteCnt) || pageRank || pageRankNormalized || betweenness || nodeName
3558||0||0.15||203227.35||0.0||101158091 || International braz j urol : official journal of the Brazilian Society of Urology
9215||0||0.15||203227.35||0.0||101595239 || The International journal of targeted therapies in cancer
1894||0||0.15||203227.35||0.0||101603542 || South African journal of bioethics and law
10491||0||0.15||203227.35||0.0||101597643 || Proceedings of IEEE Sensors / IEEE International Conference on Sensors ; sponsored by the IEEE Sensor Council. IEEE International Conference on Sensors
5928||0||0.15||203227.35||0.0||9430791 || Clinical immunotherapeutics
1780||0||0.15||203227.35||0.0||100957268 || Journal of orthodontics
2797||0||0.15||203227.35||0.0||101538598 || Reviews in infection
3932||0||0.15||203227.35||0.0||101647473 || Journal of vaccines & immunization
3449||0||0.15||203227.35||0.0||8405303 || Facial plastic surgery : FPS
6261||0||0.15||203227.35||0.0||7505465 || Doklady Akademii nauk SSSR
3118||0||0.15||203227.35||0.0||9305907 || Bioethics forum
2180||0||0.15||203227.35||0.0||101597239 || Frontiers of mathematics in China : selected papers from Chinese universities
266||0||0.15||203227.35||0.0||101625042 || Journal of addiction & prevention
2239||0||0.15||203227.35||0.0||101524266 || Journal of power sources
7572||0||0.15||203227.35||0.0||9615567 || Revista mexicana de ciencias farmaceutica
3169||0||0.15||203227.35||0.0||0420541 || Pakistan journal of zoology
259||0||0.15||203227.35||0.0||101229263 || Psicologica : revista de metodologia y psicologia experimental
1035||0||0.15||203227.35||0.0||101285472 || Pesquisa brasileira em odontopediatria e clinica integrada
4688||0||0.15||203227.35||0.0||9431864 || European journal of psychological assessment : official organ of the European Association of Psychological Assessment
6865||0||0.15||203227.35||0.0||101246807 || VacciMonitor
3488||0||0.15||203227.35||0.0||101640242 || Canadian journal of kidney health and disease
9387||0||0.15||203227.35||0.0||9010276 || Wounds : a compendium of clinical research and practice
4901||0||0.15||203227.35||0.0||101640046 || Widening participation and lifelong learning : the journal of the Institute for Access Studies and the European Access Network
4749||0||0.15||203227.35||0.0||101502410 || Neurociencias
5819||0||0.15||203227.35||0.0||101646044 || American journal of cancer therapy and pharmacology
874||0||0.15||203227.35||0.0||9011409 || Animal biotechnology
483||0||0.15||203227.35||0.0||101531533 || International journal of computational models and algorithms in medicine
2591||0||0.15||203227.35||0.0||9888575 || Journal of psychology in Africa (south of the Sahara, the Caribbean, and Afro-Latin America)
1013||0||0.15||203227.35||0.0||101638398 || ACG case reports journal
4016||0||0.15||203227.35||0.0||101643909 || IJC metabolic & endocrine
5184||0||0.15||203227.35||0.0||101625893 || Microorganisms
1710||0||0.15||203227.35||0.0||100971590 || Global biogeochemical cycles
2332||0||0.15||203227.35||0.0||100927562 || Community development journal
9511||0||0.15||203227.35||0.0||9878044 || Long range planning
2507||0||0.15||203227.35||0.0||101603206 || Realidad, datos y espacio : revista internacional de estadistica y geografia
4913||0||0.15||203227.35||0.0||0413531 || The Kobe journal of medical sciences
1481||0||0.15||203227.35||0.0||101639455 || Structural and multidisciplinary optimization : journal of the International Society for Structural and Multidisciplinary Optimization
5112||0||0.15||203227.35||0.0||101148927 || Computer supported cooperative work : CSCW : an international journal
